* Measurement data measured by REW V5.19
* Source: M-Track Eight, no input selected, 1, volume: no control
* Format: 256k Log Swept Sine, 2 sweeps at -4.0 dBFS  With no timing reference
* Dated: Jun 15, 2020 1:51:15 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: Mes_90_135
* Smoothing: 1/48 octave
* Frequency Step: 0.3364563 Hz
* Start Frequency: 2.0187378 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
18043.479 37.063 -128.395
18043.816 37.064 -147.207
18044.152 37.065 -165.801
18044.488 37.066 175.527
18044.824 37.067 156.926
18045.162 37.068 138.176
18045.498 37.069 119.496
18045.834 37.071 100.812
18046.170 37.072 82.195
18046.508 37.073 63.434
18046.844 37.074 44.738
18047.180 37.075 26.043
18047.518 37.076 7.266
18047.854 37.077 -11.359
18048.189 37.078 -30.066
18048.525 37.079 -48.773
18048.863 37.080 -67.559
18049.199 37.081 -86.199
18049.535 37.082 -104.918
18049.871 37.083 -123.566
18050.209 37.085 -142.438
18050.545 37.086 -161.090
18050.881 37.087 -179.820
18051.217 37.088 161.520
18051.555 37.089 142.711
18051.891 37.090 123.973
18052.227 37.091 105.230
18052.564 37.092 86.414
18052.900 37.093 67.738
18053.236 37.094 48.992
18053.572 37.095 30.238
18053.910 37.096 11.402
18054.246 37.097 -7.277
18054.582 37.098 -26.039
18054.918 37.099 -44.727
18055.256 37.100 -63.645
18055.592 37.101 -82.336
18055.928 37.102 -101.109
18056.264 37.103 -119.809
18056.602 37.104 -138.660
18056.938 37.105 -157.438
18057.273 37.106 -176.223
18057.609 37.107 165.066
18057.947 37.108 146.207
18058.283 37.109 127.418
18058.619 37.110 108.625
18058.957 37.111 89.754
18059.293 37.112 71.031
18059.629 37.113 52.230
18059.965 37.114 33.500
18060.303 37.115 14.551
18060.639 37.116 -4.184
18060.975 37.117 -22.992
18061.311 37.118 -41.730
18061.648 37.119 -60.617
18061.984 37.120 -79.434
18062.320 37.121 -98.254
18062.656 37.122 -117.000
18062.994 37.123 -135.898
18063.330 37.124 -154.727
18063.666 37.125 -173.551
18064.004 37.126 167.543
18064.340 37.127 148.785
18064.676 37.128 129.949
18065.012 37.129 111.188
18065.350 37.130 92.199
18065.686 37.131 73.434
18066.021 37.132 54.590
18066.357 37.133 35.820
18066.695 37.134 16.898
18067.031 37.135 -1.949
18067.367 37.136 -20.801
18067.703 37.137 -39.586
18068.041 37.138 -58.512
18068.377 37.139 -77.367
18068.713 37.140 -96.227
18069.051 37.141 -115.168
18069.387 37.142 -133.949
18069.723 37.143 -152.816
18070.059 37.144 -171.684
18070.396 37.144 169.375
18070.732 37.145 150.578
18071.068 37.146 131.707
18071.404 37.147 112.906
18071.742 37.148 93.883
18072.078 37.149 75.078
18072.414 37.150 56.199
18072.750 37.151 37.395
18073.088 37.152 18.438
18073.424 37.153 -0.449
18073.760 37.154 -19.332
18074.098 37.155 -38.297
18074.434 37.155 -57.109
18074.770 37.156 -76.000
18075.105 37.157 -94.895
18075.443 37.158 -113.859
18075.779 37.159 -132.684
18076.115 37.160 -151.578
18076.451 37.161 -170.402
18076.789 37.162 170.547
18077.125 37.163 151.723
18077.461 37.164 132.820
18077.797 37.164 113.988
18078.135 37.165 95.012
18078.471 37.166 76.102
18078.807 37.167 57.195
18079.145 37.168 38.211
18079.480 37.169 19.375
18079.816 37.170 0.465
18080.152 37.171 -18.449
18080.490 37.171 -37.438
18080.826 37.172 -56.281
18081.162 37.173 -75.195
18081.498 37.174 -94.039
18081.836 37.175 -113.105
18082.172 37.176 -131.953
18082.508 37.177 -150.875
18082.844 37.177 -169.723
18083.182 37.178 171.281
18083.518 37.179 152.355
18083.854 37.180 133.430
18084.189 37.181 114.578
18084.527 37.182 95.574
18084.863 37.182 76.648
18085.199 37.183 57.719
18085.537 37.184 38.715
18085.873 37.185 19.855
18086.209 37.186 0.926
18086.545 37.187 -17.934
18086.883 37.187 -37.016
18087.219 37.188 -55.875
18087.555 37.189 -74.812
18087.891 37.190 -93.672
18088.229 37.191 -112.684
18088.564 37.192 -131.621
18088.900 37.192 -150.559
18089.236 37.193 -169.426
18089.574 37.194 171.562
18089.910 37.195 152.621
18090.246 37.196 133.680
18090.584 37.196 114.660
18090.920 37.197 95.797
18091.256 37.198 76.855
18091.592 37.199 57.910
18091.930 37.199 38.891
18092.266 37.200 20.023
18092.602 37.201 1.078
18092.938 37.202 -17.793
18093.275 37.203 -36.887
18093.611 37.203 -55.758
18093.947 37.204 -74.703
18094.283 37.205 -93.574
18094.621 37.206 -112.598
18094.957 37.206 -131.543
18095.293 37.207 -150.492
18095.631 37.208 -169.512
18095.967 37.209 171.613
18096.303 37.210 152.664
18096.639 37.210 133.715
18096.977 37.211 114.695
18097.312 37.212 95.820
18097.648 37.213 76.871
18097.984 37.213 57.996
18098.322 37.214 38.898
18098.658 37.215 20.023
18098.994 37.216 1.074
18099.330 37.216 -17.801
18099.668 37.217 -36.824
18100.004 37.218 -55.773
18100.340 37.218 -74.723
18100.676 37.219 -93.598
18101.014 37.220 -112.621
18101.350 37.221 -131.570
18101.686 37.221 -150.520
18102.023 37.222 -169.543
18102.359 37.223 171.582
18102.695 37.224 152.637
18103.031 37.224 133.762
18103.369 37.225 114.664
18103.705 37.226 95.793
18104.041 37.226 76.844
18104.377 37.227 57.973
18104.715 37.228 38.949
18105.051 37.229 20.004
18105.387 37.229 1.059
18105.723 37.230 -17.816
18106.061 37.231 -36.832
18106.396 37.231 -55.777
18106.732 37.232 -74.723
18107.070 37.233 -93.746
18107.406 37.233 -112.609
18107.742 37.234 -131.551
18108.078 37.235 -150.422
18108.416 37.235 -169.512
18108.752 37.236 171.621
18109.088 37.237 152.680
18109.424 37.237 133.816
18109.762 37.238 114.801
18110.098 37.239 95.863
18110.434 37.239 76.926
18110.770 37.240 58.062
18111.107 37.241 39.051
18111.443 37.241 20.117
18111.779 37.242 1.180
18112.117 37.243 -17.828
18112.453 37.243 -36.688
18112.789 37.244 -55.621
18113.125 37.245 -74.551
18113.463 37.245 -93.555
18113.799 37.246 -112.410
18114.135 37.247 -131.340
18114.471 37.247 -150.195
18114.809 37.248 -169.273
18115.145 37.249 171.879
18115.480 37.249 152.953
18115.816 37.250 134.105
18116.154 37.250 115.105
18116.490 37.251 96.184
18116.826 37.252 77.266
18117.164 37.252 58.270
18117.500 37.253 39.426
18117.836 37.254 20.508
18118.172 37.254 1.594
18118.510 37.255 -17.395
18118.846 37.255 -36.234
18119.182 37.256 -55.148
18119.518 37.257 -73.984
18119.855 37.257 -93.043
18120.191 37.258 -111.875
18120.527 37.259 -130.781
18120.863 37.259 -149.617
18121.201 37.260 -168.594
18121.537 37.260 172.504
18121.873 37.261 153.602
18122.211 37.262 134.625
18122.547 37.262 115.805
18122.883 37.263 96.906
18123.219 37.263 78.012
18123.557 37.264 59.043
18123.893 37.265 40.227
18124.229 37.265 21.336
18124.564 37.266 2.520
18124.902 37.266 -16.516
18125.238 37.267 -35.328
18125.574 37.267 -54.211
18125.910 37.268 -73.020
18126.248 37.269 -91.977
18126.584 37.269 -110.855
18126.920 37.270 -129.730
18127.256 37.270 -148.531
18127.594 37.271 -167.480
18127.930 37.271 173.648
18128.266 37.272 154.777
18128.604 37.273 135.832
18128.939 37.273 117.043
18129.275 37.274 98.180
18129.611 37.274 79.391
18129.949 37.275 60.379
18130.285 37.275 41.598
18130.621 37.276 22.742
18130.957 37.276 3.961
18131.295 37.277 -14.965
18131.631 37.278 -33.816
18131.967 37.278 -52.664
18132.303 37.279 -71.438
18132.641 37.279 -90.355
18132.977 37.280 -109.199
18133.312 37.280 -128.039
18133.650 37.281 -146.949
18133.986 37.281 -165.711
18134.322 37.282 175.457
18134.658 37.282 156.625
18134.996 37.283 137.723
18135.332 37.283 118.969
18135.668 37.284 100.145
18136.004 37.284 81.395
18136.342 37.285 62.430
18136.678 37.285 43.688
18137.014 37.286 24.871
18137.350 37.286 6.137
18137.688 37.287 -12.750
18138.023 37.288 -31.555
18138.359 37.288 -50.363
18138.697 37.289 -69.238
18139.033 37.289 -87.965
18139.369 37.290 -106.762
18139.705 37.290 -125.555
18140.043 37.291 -144.422
18140.379 37.291 -163.137
18140.715 37.292 178.074
18141.051 37.292 159.363
18141.389 37.293 140.434
18141.725 37.293 121.730
18142.061 37.294 102.953
18142.396 37.294 84.254
18142.734 37.295 65.410
18143.070 37.295 46.641
18143.406 37.295 27.875
18143.742 37.296 9.184
18144.080 37.296 -9.648
18144.416 37.297 -28.406
18144.752 37.297 -47.160
18145.090 37.298 -65.984
18145.426 37.298 -84.656
18145.762 37.299 -103.402
18146.098 37.299 -122.070
18146.436 37.300 -140.961
18146.771 37.300 -159.621
18147.107 37.301 -178.355
18147.443 37.301 162.988
18147.781 37.302 144.188
18148.117 37.302 125.461
18148.453 37.303 106.742
18148.789 37.303 88.098
18149.127 37.304 69.309
18149.463 37.304 50.594
18149.799 37.304 31.887
18150.137 37.305 13.105
18150.473 37.305 -5.523
18150.809 37.306 -24.223
18151.145 37.306 -42.848
18151.482 37.307 -61.688
18151.818 37.307 -80.301
18152.154 37.308 -98.984
18152.490 37.308 -117.594
18152.828 37.308 -136.348
18153.164 37.309 -155.027
18153.500 37.309 -173.699
18153.836 37.310 167.707
18154.174 37.310 148.965
18154.510 37.311 130.301
18154.846 37.311 111.645
18155.184 37.312 92.914
18155.520 37.312 74.336
18155.855 37.312 55.688
18156.191 37.313 37.039
18156.529 37.313 18.328
18156.865 37.314 -0.238
18157.201 37.314 -18.875
18157.537 37.315 -37.438
18157.875 37.315 -56.203
18158.211 37.315 -74.758
18158.547 37.316 -93.379
18158.883 37.316 -111.926
18159.221 37.317 -130.609
18159.557 37.317 -149.219
18159.893 37.317 -167.824
18160.230 37.318 173.504
18160.566 37.318 154.977
18160.902 37.319 136.383
18161.238 37.319 117.789
18161.576 37.320 99.133
18161.912 37.320 80.621
18162.248 37.320 62.039
18162.584 37.321 43.539
18162.922 37.321 24.824
18163.258 37.322 6.324
18163.594 37.322 -12.238
18163.930 37.322 -30.727
18164.268 37.323 -49.355
18164.604 37.323 -67.906
18164.939 37.324 -86.453
18165.277 37.324 -105.074
18165.613 37.324 -123.539
18165.949 37.325 -142.074
18166.285 37.325 -160.605
18166.623 37.326 -179.207
18166.959 37.326 162.340
18167.295 37.326 143.820
18167.631 37.327 125.379
18167.969 37.327 106.723
18168.305 37.327 88.285
18168.641 37.328 69.781
18168.977 37.328 51.355
18169.314 37.329 32.785
18169.650 37.329 14.297
18169.986 37.329 -4.191
18170.322 37.330 -22.598
18170.660 37.330 -41.152
18170.996 37.331 -59.625
18171.332 37.331 -78.098
18171.670 37.331 -96.637
18172.006 37.332 -115.023
18172.342 37.332 -133.480
18172.678 37.332 -151.863
18173.016 37.333 -170.453
18173.352 37.333 171.176
18173.688 37.334 152.734
18174.023 37.334 134.371
18174.361 37.334 115.871
18174.697 37.335 97.445
18175.033 37.335 79.020
18175.369 37.335 60.680
18175.707 37.336 42.191
18176.043 37.336 23.781
18176.379 37.336 5.379
18176.717 37.337 -13.090
18177.053 37.337 -31.418
18177.389 37.337 -49.809
18177.725 37.338 -68.191
18178.062 37.338 -86.645
18178.398 37.339 -104.949
18178.734 37.339 -123.324
18179.070 37.339 -141.621
18179.408 37.340 -160.129
18179.744 37.340 -178.414
18180.080 37.340 163.234
18180.416 37.341 144.953
18180.754 37.341 126.539
18181.090 37.341 108.199
18181.426 37.342 89.867
18181.764 37.342 71.465
18182.100 37.342 53.211
18182.436 37.343 34.887
18182.771 37.343 16.574
18183.109 37.343 -1.809
18183.445 37.344 -20.047
18183.781 37.344 -38.348
18184.117 37.344 -56.574
18184.455 37.345 -75.008
18184.791 37.345 -93.223
18185.127 37.345 -111.508
18185.463 37.346 -129.715
18185.801 37.346 -148.059
18186.137 37.346 -166.324
18186.473 37.347 175.410
18186.809 37.347 157.223
18187.146 37.347 138.902
18187.482 37.348 120.652
18187.818 37.348 102.410
18188.156 37.348 84.102
18188.492 37.349 65.938
18188.828 37.349 47.707
18189.164 37.349 29.559
18189.502 37.350 11.195
18189.838 37.350 -6.949
18190.174 37.350 -25.156
18190.510 37.351 -43.289
18190.848 37.351 -61.559
18191.184 37.351 -79.750
18191.520 37.352 -97.941
18191.855 37.352 -116.055
18192.193 37.352 -134.301
18192.529 37.353 -152.473
18192.865 37.353 -170.641
18193.203 37.353 171.125
18193.539 37.354 153.035
18193.875 37.354 134.883
18194.211 37.354 116.809
18194.549 37.355 98.523
18194.885 37.355 80.457
18195.221 37.355 62.324
18195.557 37.355 44.270
18195.895 37.356 26.078
18196.230 37.356 7.961
18196.566 37.356 -10.152
18196.902 37.357 -28.188
18197.240 37.357 -46.359
18197.576 37.357 -64.453
18197.912 37.358 -82.543
18198.250 37.358 -100.703
18198.586 37.358 -118.711
18198.922 37.359 -136.785
18199.258 37.359 -154.852
18199.596 37.359 -172.988
18199.932 37.359 169.023
18200.268 37.360 150.973
18200.604 37.360 132.992
18200.941 37.360 114.809
18201.277 37.361 96.844
18201.613 37.361 78.812
18201.949 37.361 60.855
18202.287 37.362 42.762
18202.623 37.362 24.746
18202.959 37.362 6.734
18203.297 37.362 -11.340
18203.633 37.363 -29.270
18203.969 37.363 -47.266
18204.305 37.363 -65.254
18204.643 37.364 -83.312
18204.979 37.364 -101.215
18205.314 37.364 -119.188
18205.650 37.365 -137.086
18205.988 37.365 -155.188
18206.324 37.365 -173.074
18206.660 37.365 168.977
18206.996 37.366 151.102
18207.334 37.366 133.090
18207.670 37.366 115.156
18208.006 37.367 97.227
18208.344 37.367 79.230
18208.680 37.367 61.383
18209.016 37.367 43.473
18209.352 37.368 25.562
18209.689 37.368 7.590
18210.025 37.368 -10.234
18210.361 37.369 -28.125
18210.697 37.369 -45.938
18211.035 37.369 -63.965
18211.371 37.369 -81.762
18211.707 37.370 -99.633
18212.043 37.370 -117.426
18212.381 37.370 -135.352
18212.717 37.371 -153.203
18213.053 37.371 -171.051
18213.389 37.371 171.180
18213.727 37.371 153.273
18214.062 37.372 135.445
18214.398 37.372 117.621
18214.736 37.372 99.730
18215.072 37.373 81.988
18215.408 37.373 64.184
18215.744 37.373 46.449
18216.082 37.373 28.508
18216.418 37.374 10.793
18216.754 37.374 -6.992
18217.090 37.374 -24.699
18217.428 37.374 -42.543
18217.764 37.375 -60.312
18218.100 37.375 -78.074
18218.436 37.375 -95.762
18218.773 37.376 -113.582
18219.109 37.376 -131.328
18219.445 37.376 -149.066
18219.783 37.376 -166.871
18220.119 37.377 175.469
18220.455 37.377 157.746
18220.791 37.377 140.027
18221.129 37.378 122.246
18221.465 37.378 104.609
18221.801 37.378 86.910
18222.137 37.378 69.285
18222.475 37.379 51.453
18222.811 37.379 33.844
18223.146 37.379 16.164
18223.482 37.379 -1.438
18223.820 37.380 -19.172
18224.156 37.380 -36.832
18224.492 37.380 -54.488
18224.830 37.380 -72.207
18225.166 37.381 -89.781
18225.502 37.381 -107.422
18225.838 37.381 -125.055
18226.176 37.382 -142.746
18226.512 37.382 -160.301
18226.848 37.382 -177.918
18227.184 37.382 164.539
18227.521 37.383 146.801
18227.857 37.383 129.273
18228.193 37.383 111.680
18228.529 37.383 94.160
18228.867 37.384 76.512
18229.203 37.384 58.934
18229.539 37.384 41.363
18229.875 37.384 23.871
18230.213 37.385 6.242
18230.549 37.385 -11.312
18230.885 37.385 -28.859
18231.223 37.386 -46.465
18231.559 37.386 -63.938
18231.895 37.386 -81.465
18232.230 37.386 -98.926
18232.568 37.387 -116.578
18232.904 37.387 -134.023
18233.240 37.387 -151.531
18233.576 37.387 -168.965
18233.914 37.388 173.473
18234.250 37.388 155.980
18234.586 37.388 138.496
18234.922 37.388 121.082
18235.260 37.389 103.543
18235.596 37.389 86.074
18235.932 37.389 68.613
18236.270 37.389 51.090
18236.605 37.390 33.703
18236.941 37.390 16.258
18237.277 37.390 -1.113
18237.615 37.390 -18.684
18237.951 37.391 -36.043
18238.287 37.391 -53.465
18238.623 37.391 -70.816
18238.961 37.392 -88.297
18239.297 37.392 -105.703
18239.633 37.392 -123.102
18239.969 37.392 -140.430
18240.307 37.393 -157.887
18240.643 37.393 -175.270
18240.979 37.393 167.352
18241.316 37.393 149.914
18241.652 37.394 132.613
18241.988 37.394 115.254
18242.324 37.394 97.898
18242.662 37.394 80.480
18242.998 37.395 63.203
18243.334 37.395 45.863
18243.670 37.395 28.598
18244.008 37.395 11.133
18244.344 37.396 -6.117
18244.680 37.396 -23.434
18245.016 37.396 -40.680
18245.354 37.396 -58.051
18245.689 37.397 -75.352
18246.025 37.397 -92.645
18246.363 37.397 -110.000
18246.699 37.397 -127.215
18247.035 37.398 -144.492
18247.371 37.398 -161.766
18247.709 37.398 -179.098
18248.045 37.398 163.707
18248.381 37.399 146.453
18248.717 37.399 129.270
18249.055 37.399 111.891
18249.391 37.399 94.719
18249.727 37.400 77.484
18250.062 37.400 60.324
18250.400 37.400 43.035
18250.736 37.400 25.816
18251.072 37.401 8.605
18251.410 37.401 -8.668
18251.746 37.401 -25.801
18252.082 37.401 -43.000
18252.418 37.402 -60.188
18252.756 37.402 -77.438
18253.092 37.402 -94.551
18253.428 37.402 -111.727
18253.764 37.403 -128.828
18254.102 37.403 -146.121
18254.438 37.403 -163.215
18254.773 37.403 179.633
18255.109 37.404 162.555
18255.447 37.404 145.344
18255.783 37.404 128.211
18256.119 37.404 111.078
18256.455 37.405 94.020
18256.793 37.405 76.832
18257.129 37.405 59.719
18257.465 37.406 42.609
18257.803 37.406 25.438
18258.139 37.406 8.406
18258.475 37.406 -8.688
18258.811 37.407 -25.711
18259.148 37.407 -42.926
18259.484 37.407 -59.938
18259.820 37.407 -77.008
18260.156 37.408 -94.008
18260.494 37.408 -111.137
18260.830 37.408 -128.195
18261.166 37.408 -145.246
18261.502 37.409 -162.227
18261.840 37.409 -179.332
18262.176 37.409 163.629
18262.512 37.409 146.598
18262.850 37.410 129.508
18263.186 37.410 112.555
18263.521 37.410 95.539
18263.857 37.410 78.527
18264.195 37.411 61.457
18264.531 37.411 44.523
18264.867 37.411 27.527
18265.203 37.411 10.605
18265.541 37.412 -6.516
18265.877 37.412 -23.426
18266.213 37.412 -40.402
18266.549 37.412 -57.305
18266.887 37.413 -74.336
18267.223 37.413 -91.297
18267.559 37.413 -108.250
18267.896 37.413 -125.266
18268.232 37.414 -142.145
18268.568 37.414 -159.082
18268.904 37.414 -176.016
18269.242 37.414 166.984
18269.578 37.415 150.129
18269.914 37.415 133.207
18270.250 37.415 116.359
18270.588 37.415 99.316
18270.924 37.416 82.480
18271.260 37.416 65.578
18271.596 37.416 48.750
18271.934 37.416 31.793
18272.270 37.417 14.906
18272.605 37.417 -1.973
18272.941 37.417 -18.781
18273.279 37.417 -35.719
18273.615 37.418 -52.586
18273.951 37.418 -69.449
18274.289 37.418 -86.375
18274.625 37.418 -103.156
18274.961 37.419 -120.004
18275.297 37.419 -136.781
18275.635 37.419 -153.750
18275.971 37.419 -170.516
18276.307 37.420 172.652
18276.643 37.420 155.898
18276.980 37.420 139.012
18277.316 37.420 122.195
18277.652 37.421 105.387
18277.988 37.421 88.648
18278.326 37.421 71.781
18278.662 37.422 54.984
18278.998 37.422 38.195
18279.336 37.422 21.336
18279.672 37.422 4.625
18280.008 37.423 -12.152
18280.344 37.423 -28.859
18280.682 37.423 -45.762
18281.018 37.423 -62.461
18281.354 37.424 -79.219
18281.689 37.424 -95.906
18282.027 37.424 -112.727
18282.363 37.424 -129.473
18282.699 37.425 -146.215
18283.035 37.425 -162.887
18283.373 37.425 -179.684
18283.709 37.425 163.586
18284.045 37.426 146.863
18284.383 37.426 130.070
18284.719 37.426 113.426
18285.055 37.426 96.715
18285.391 37.427 80.008
18285.729 37.427 63.238
18286.064 37.427 46.605
18286.400 37.428 29.910
18286.736 37.428 13.285
18287.074 37.428 -3.531
18287.410 37.428 -20.148
18287.746 37.429 -36.828
18288.082 37.429 -53.438
18288.420 37.429 -70.168
18288.756 37.429 -86.836
18289.092 37.430 -103.496
18289.430 37.430 -120.219
18289.766 37.430 -136.805
18290.102 37.430 -153.457
18290.438 37.431 -170.102
18290.775 37.431 173.191
18291.111 37.431 156.621
18291.447 37.431 139.988
18291.783 37.432 123.426
18292.121 37.432 106.672
18292.457 37.432 90.113
18292.793 37.433 73.496
18293.129 37.433 56.945
18293.467 37.433 40.273
18293.803 37.433 23.668
18294.139 37.434 7.066
18294.477 37.434 -9.594
18294.812 37.434 -26.125
18295.148 37.434 -42.715
18295.484 37.435 -59.301
18295.822 37.435 -75.949
18296.158 37.435 -92.465
18296.494 37.436 -109.039
18296.830 37.436 -125.543
18297.168 37.436 -142.242
18297.504 37.436 -158.742
18297.840 37.437 -175.305
18298.176 37.437 168.203
18298.514 37.437 151.586
18298.850 37.437 135.035
18299.186 37.438 118.492
18299.521 37.438 102.012
18299.859 37.438 85.410
18300.195 37.439 68.875
18300.531 37.439 52.340
18300.869 37.439 35.750
18301.205 37.439 19.289
18301.541 37.440 2.766
18301.877 37.440 -13.691
18302.215 37.440 -30.328
18302.551 37.441 -46.777
18302.887 37.441 -63.285
18303.223 37.441 -79.730
18303.561 37.441 -96.293
18303.896 37.442 -112.793
18304.232 37.442 -129.285
18304.568 37.442 -145.711
18304.906 37.442 -162.266
18305.242 37.443 -178.750
18305.578 37.443 164.766
18305.916 37.443 148.227
18306.252 37.444 131.812
18306.588 37.444 115.340
18306.924 37.444 98.871
18307.262 37.444 82.344
18307.598 37.445 65.941
18307.934 37.445 49.480
18308.270 37.445 33.086
18308.607 37.446 16.508
18308.943 37.446 0.121
18309.279 37.446 -16.328
18309.615 37.446 -32.707
18309.953 37.447 -49.215
18310.289 37.447 -65.656
18310.625 37.447 -82.090
18310.963 37.448 -98.586
18311.299 37.448 -114.953
18311.635 37.448 -131.383
18311.971 37.449 -147.809
18312.309 37.449 -164.297
18312.645 37.449 179.352
18312.980 37.449 162.934
18313.316 37.450 146.582
18313.654 37.450 130.047
18313.990 37.450 113.703
18314.326 37.451 97.297
18314.662 37.451 80.957
18315.000 37.451 64.492
18315.336 37.451 48.094
18315.672 37.452 31.699
18316.008 37.452 15.371
18316.346 37.452 -1.086
18316.682 37.453 -17.473
18317.018 37.453 -33.855
18317.355 37.453 -50.301
18317.691 37.454 -66.621
18318.027 37.454 -83.000
18318.363 37.454 -99.309
18318.701 37.454 -115.809
18319.037 37.455 -132.117
18319.373 37.455 -148.484
18319.709 37.455 -164.785
18320.047 37.456 178.785
18320.383 37.456 162.422
18320.719 37.456 146.062
18321.055 37.457 129.770
18321.393 37.457 113.352
18321.729 37.457 97.000
18322.064 37.458 80.648
18322.402 37.458 64.238
18322.738 37.458 47.953
18323.074 37.458 31.609
18323.410 37.459 15.336
18323.748 37.459 -1.133
18324.084 37.459 -17.410
18324.420 37.460 -33.746
18324.756 37.460 -50.016
18325.094 37.460 -66.410
18325.430 37.461 -82.742
18325.766 37.461 -99.070
18326.102 37.461 -115.332
18326.439 37.462 -131.719
18326.775 37.462 -148.043
18327.111 37.462 -164.363
18327.449 37.463 179.258
18327.785 37.463 163.000
18328.121 37.463 146.688
18328.457 37.464 130.371
18328.795 37.464 114.000
18329.131 37.464 97.750
18329.467 37.465 81.441
18329.803 37.465 65.199
18330.141 37.465 48.770
18330.477 37.465 32.527
18330.812 37.466 16.227
18331.148 37.466 -0.012
18331.486 37.466 -16.375
18331.822 37.467 -32.672
18332.158 37.467 -48.969
18332.496 37.467 -65.324
18332.832 37.468 -81.555
18333.168 37.468 -97.848
18333.504 37.468 -114.137
18333.842 37.469 -130.488
18334.178 37.469 -146.715
18334.514 37.469 -163.000
18334.850 37.470 -179.223
18335.188 37.470 164.363
18335.523 37.470 148.148
18335.859 37.471 131.867
18336.195 37.471 115.648
18336.533 37.471 99.309
18336.869 37.472 83.031
18337.205 37.472 66.754
18337.543 37.472 50.418
18337.879 37.473 34.207
18338.215 37.473 17.934
18338.551 37.474 1.660
18338.889 37.474 -14.676
18339.225 37.474 -30.883
18339.561 37.475 -47.152
18339.896 37.475 -63.355
18340.234 37.475 -79.750
18340.570 37.476 -95.953
18340.906 37.476 -112.219
18341.242 37.476 -128.422
18341.580 37.477 -144.746
18341.916 37.477 -161.008
18342.252 37.477 -177.273
18342.588 37.478 166.531
18342.926 37.478 150.207
18343.262 37.478 133.945
18343.598 37.479 117.688
18343.936 37.479 101.363
18344.271 37.479 85.168
18344.607 37.480 68.914
18344.943 37.480 52.719
18345.281 37.481 36.336
18345.617 37.481 20.145
18345.953 37.481 3.887
18346.289 37.482 -12.301
18346.627 37.482 -28.621
18346.963 37.482 -44.875
18347.299 37.483 -61.129
18347.635 37.483 -77.316
18347.973 37.483 -93.633
18348.309 37.484 -109.887
18348.645 37.484 -126.137
18348.982 37.485 -142.453
18349.318 37.485 -158.641
18349.654 37.485 -174.891
18349.990 37.486 168.859
18350.328 37.486 152.547
18350.664 37.486 136.359
18351.000 37.487 120.105
18351.336 37.487 103.922
18351.674 37.488 87.547
18352.010 37.488 71.359
18352.346 37.488 55.109
18352.682 37.489 38.922
18353.020 37.489 22.609
18353.355 37.489 6.359
18353.691 37.490 -9.891
18354.029 37.490 -26.203
18354.365 37.491 -42.391
18354.701 37.491 -58.641
18355.037 37.491 -74.891
18355.375 37.492 -91.203
18355.711 37.492 -107.391
18356.047 37.492 -123.641
18356.383 37.493 -139.828
18356.721 37.493 -156.203
18357.057 37.494 -172.395
18357.393 37.494 171.355
18357.729 37.494 155.168
18358.066 37.495 138.852
18358.402 37.495 122.602
18358.738 37.496 106.348
18359.074 37.496 90.156
18359.412 37.496 73.840
18359.748 37.497 57.586
18360.084 37.497 41.332
18360.422 37.498 25.016
18360.758 37.498 8.820
18361.094 37.498 -7.434
18361.430 37.499 -23.629
18361.768 37.499 -40.012
18362.104 37.500 -56.203
18362.439 37.500 -72.465
18362.775 37.500 -88.660
18363.113 37.501 -104.980
18363.449 37.501 -121.242
18363.785 37.502 -137.504
18364.121 37.502 -153.699
18364.459 37.502 -170.027
18364.795 37.503 173.711
18365.131 37.503 157.445
18365.469 37.504 141.117
18365.805 37.504 124.914
18366.141 37.504 108.648
18366.477 37.505 92.445
18366.814 37.505 76.051
18367.150 37.506 59.844
18367.486 37.506 43.574
18367.822 37.507 27.363
18368.160 37.507 11.031
18368.496 37.507 -5.242
18368.832 37.508 -21.520
18369.168 37.508 -37.727
18369.506 37.509 -54.070
18369.842 37.509 -70.348
18370.178 37.510 -86.625
18370.516 37.510 -102.973
18370.852 37.510 -119.188
18371.188 37.511 -135.469
18371.523 37.511 -151.754
18371.861 37.512 -168.102
18372.197 37.512 175.676
18372.533 37.513 159.387
18372.869 37.513 143.168
18373.207 37.513 126.746
18373.543 37.514 110.520
18373.879 37.514 94.227
18374.215 37.515 77.992
18374.553 37.515 61.637
18374.889 37.516 45.340
18375.225 37.516 29.039
18375.562 37.516 12.676
18375.898 37.517 -3.562
18376.234 37.517 -19.863
18376.570 37.518 -36.168
18376.908 37.518 -52.539
18377.244 37.519 -68.785
18377.580 37.519 -85.094
18377.916 37.520 -101.340
18378.254 37.520 -117.781
18378.590 37.520 -134.031
18378.926 37.521 -150.348
18379.262 37.521 -166.605
18379.600 37.522 177.016
18379.936 37.522 160.691
18380.271 37.523 144.371
18380.609 37.523 127.980
18380.945 37.524 111.719
18381.281 37.524 95.391
18381.617 37.525 79.059
18381.955 37.525 62.664
18382.291 37.525 46.391
18382.627 37.526 30.055
18382.963 37.526 13.777
18383.301 37.527 -2.688
18383.637 37.527 -18.965
18383.973 37.528 -35.309
18384.309 37.528 -51.594
18384.646 37.529 -68.004
18384.982 37.529 -84.355
18385.318 37.530 -100.707
18385.654 37.530 -117.000
